# Column 1 = Input data size
# Column 2 = Avg time for HashTableCollection find-value function
# Column 3 = Avg time for AVLCollection find-value function
# Column 4 = Avg time for RBTCollection find-value function
# All times are measured in microseconds
0 0.0000 0.0000 0.0000
10000 0.0000 0.0010 0.0013
20000 0.0000 0.0010 0.0013
30000 0.0003 0.0013 0.0013
40000 0.0000 0.0010 0.0013
50000 0.0000 0.0017 0.0017
60000 0.0000 0.0013 0.0017
70000 0.0003 0.0017 0.0017
80000 0.0003 0.0013 0.0013
90000 0.0000 0.0013 0.0017
100000 0.0000 0.0017 0.0017
110000 0.0003 0.0017 0.0017
120000 0.0000 0.0027 0.0063
130000 0.0003 0.0017 0.0017
140000 0.0000 0.0013 0.0017
150000 0.0003 0.0027 0.0073
160000 0.0003 0.0013 0.0013
170000 0.0000 0.0013 0.0017
180000 0.0003 0.0013 0.0017
190000 0.0003 0.0023 0.0017
200000 0.0003 0.0013 0.0040
210000 0.0000 0.0017 0.0017
220000 0.0000 0.0017 0.0023
230000 0.0000 0.0017 0.0023
240000 0.0000 0.0017 0.0017
250000 0.0003 0.0020 0.0030
260000 0.0003 0.0020 0.0017
270000 0.0003 0.0017 0.0033
280000 0.0003 0.0013 0.0020
290000 0.0000 0.0017 0.0043
300000 0.0003 0.0063 0.0020
